Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_jmhType_B2,15,15,0,0,17,0,1,1,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_jmhType_B2.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_jmhType_B3,256,0,0,0,18,0,1,2,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_jmhType_B3.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B1,256,0,0,0,18,0,1,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B1.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType,0,0,0,0,2,0,0,3,-1.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_jmhType_B1,256,0,0,0,18,0,1,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_jmhType_B1.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B2,12,12,0,0,14,0,1,1,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B2.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_jmhType,0,0,0,0,2,0,0,3,-1.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_jmhType.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_jmhType,0,0,0,0,2,0,0,3,-1.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_jmhType.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B3,256,0,0,0,18,0,1,2,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B3.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,264,0,18,16,1039,180,0,0,0.0,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest.java,37
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_jmhType_B3,256,0,0,0,18,0,1,2,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_jmhType_B3.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType,0,0,0,0,2,0,0,3,-1.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B1,256,0,0,0,18,0,1,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_ThreadState_jmhType_B1.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_jmhType_B2,15,15,0,0,17,0,1,1,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_jmhType_B2.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_rw_jmhTest,264,0,18,16,1039,180,0,0,0.0,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_rw_jmhTest.java,37
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B2,12,12,0,0,14,0,1,1,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B2.java,3
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B3,256,0,0,0,18,0,1,2,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekTake_ThreadState_jmhType_B3.java,2
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_jmhType_B1,256,0,0,0,18,0,1,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./target/generated-test-sources/test-annotations/org/axonframework/extensions/kafka/eventhandling/benchmark/jmh_generated/MessageBufferBenchmarks_PutPeekPoll_jmhType_B1.java,3
.,org.axonframework.extensions.kafka.configuration,KafkaMessageSourceConfigurerTest,2,0,3,0,27,3,0,0,0.0,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/configuration/KafkaMessageSourceConfigurerTest.java,29
.,org.axonframework.extensions.kafka.configuration,KafkaMessageSourceConfigurer,2,0,2,2,23,3,0,0,0.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/configuration/KafkaMessageSourceConfigurer.java,29
.,org.axonframework.extensions.kafka.utils,TestSerializer,3,0,0,0,48,0,0,0,-1.0,3,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/utils/TestSerializer.java,34
.,org.axonframework.extensions.kafka.eventhandling.benchmark,MessageBufferBenchmarks_PutPeekPoll,4,0,7,6,47,8,0,0,0.2857142857142857,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/benchmark/MessageBufferBenchmarks_PutPeekPoll.java,45
.,org.axonframework.extensions.kafka.eventhandling.benchmark,MessageBufferBenchmarks_PutPeekPoll.ThreadState,1,0,0,0,6,0,0,0,-1.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/benchmark/MessageBufferBenchmarks_PutPeekPoll.java,111
.,org.axonframework.extensions.kafka.eventhandling.benchmark,MessageBufferBenchmarks_PutPeekTake,4,0,7,6,47,8,0,0,0.2857142857142857,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/benchmark/MessageBufferBenchmarks_PutPeekTake.java,45
.,org.axonframework.extensions.kafka.eventhandling.benchmark,MessageBufferBenchmarks_PutPeekTake.ThreadState,1,0,0,0,6,0,0,0,-1.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/benchmark/MessageBufferBenchmarks_PutPeekTake.java,111
.,org.axonframework.extensions.kafka.eventhandling.benchmark,SimpleRandom,5,0,2,1,19,2,0,0,0.0,4,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/benchmark/SimpleRandom.java,21
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactoryClusteringIntegrationTest,1,0,8,0,65,9,0,0,0.25,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactoryClusteringIntegrationTest.java,37
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactoryIntegrationTest,1,0,20,1,135,21,0,0,0.5,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactoryIntegrationTest.java,45
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaPublisherIntegrationTest,12,0,27,0,282,29,0,0,0.2962962962962963,0,9,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaPublisherIntegrationTest.java,68
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaPublisherIntegrationTest.MessageCollector,4,0,0,0,36,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaPublisherIntegrationTest.java,444
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaPublisherBuilderTest,1,0,1,0,6,1,0,0,0.0,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaPublisherBuilderTest.java,26
.,org.axonframework.extensions.kafka.eventhandling.producer,ProducerFactory,0,0,3,0,26,3,1,0,-1.0,12,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/ProducerFactory.java,21
.,org.axonframework.extensions.kafka.eventhandling.producer,ConfirmationMode,0,0,0,0,29,0,0,0,-1.0,5,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/ConfirmationMode.java,19
